alpha,dictionary,horizon,target,seed,nmse
0.5,phase_fourier,3,cayley,630001,2.6498816143039862e-08
0.5,phase_fourier,3,cayley,630002,2.6507321665190872e-08
0.5,phase_fourier,3,cayley,630003,2.6504953917200706e-08
0.5,phase_fourier,3,cayley,630004,2.6501342775623815e-08
0.5,phase_fourier,3,cayley,630005,2.6508636926457823e-08
0.5,phase_fourier,3,cayley,630006,2.647924161928944e-08
0.5,phase_fourier,3,cayley,630007,2.649105897757494e-08
0.5,phase_fourier,3,cayley,630008,2.6491560877623736e-08
0.5,phase_fourier,3,cayley,630009,2.65045992254515e-08
0.5,phase_fourier,3,cayley,630010,2.6517998458568962e-08
0.5,phase_fourier,3,cayley,630011,2.649005422159986e-08
0.5,phase_fourier,3,cayley,630012,2.6484229869522494e-08
0.5,phase_fourier,3,cayley,630013,2.647489595329602e-08
0.5,phase_fourier,3,cayley,630014,2.648856094368258e-08
0.5,phase_fourier,3,cayley,630015,2.6497653552633533e-08
0.5,phase_fourier,3,cayley,630016,2.65283837399546e-08
0.5,phase_fourier,3,cayley,630017,2.6513747605929185e-08
0.5,phase_fourier,3,cayley,630018,2.649646674082539e-08
0.5,phase_fourier,3,cayley,630019,2.6523985165575855e-08
0.5,phase_fourier,3,cayley,630020,2.648593136591347e-08
0.5,phase_fourier,3,cayley,630021,2.6506187765683337e-08
0.5,phase_fourier,3,cayley,630022,2.648520284772041e-08
0.5,phase_fourier,3,cayley,630023,2.6484536407907198e-08
0.5,phase_fourier,3,cdf,630000,0.38599924468739627
0.5,phase_fourier,3,cdf,630001,0.4008691921433445
0.5,phase_fourier,3,cdf,630002,0.45596772394331464
0.5,phase_fourier,3,cdf,630003,0.3571947294005598
0.5,phase_fourier,3,cdf,630004,0.36681958802339326
0.5,phase_fourier,3,cdf,630005,0.36927764059579626
0.5,phase_fourier,3,cdf,630006,0.40230880977185973
0.5,phase_fourier,3,cdf,630007,0.38682812750666934
0.5,phase_fourier,3,cdf,630008,0.42908823089278814
0.5,phase_fourier,3,cdf,630009,0.39746625045007167
0.5,phase_fourier,3,cdf,630010,0.4110551054080712
0.5,phase_fourier,3,cdf,630011,0.38988865918301013
0.5,phase_fourier,3,cdf,630012,0.40677635339233437
0.5,phase_fourier,3,cdf,630013,0.3912837436460724
0.5,phase_fourier,3,cdf,630014,0.3660560647978118
0.5,phase_fourier,3,cdf,630015,0.3796457930042645
0.5,phase_fourier,3,cdf,630016,0.4098220698804968
0.5,phase_fourier,3,cdf,630017,0.38274018528469755
0.5,phase_fourier,3,cdf,630018,0.4003198718378614
0.5,phase_fourier,3,cdf,630019,0.4100754837255611
0.5,phase_fourier,3,cdf,630020,0.38943767433477144
0.5,phase_fourier,3,cdf,630021,0.36328511314370204
0.5,phase_fourier,3,cdf,630022,0.40509562615520295
0.5,phase_fourier,3,cdf,630023,0.4039949237225917
0.5,phase_fourier,4,cayley,630000,1.001086313342818
0.5,phase_fourier,4,cayley,630001,1.000114464036111
0.5,phase_fourier,4,cayley,630002,1.0029997863704387
0.5,phase_fourier,4,cayley,630003,1.002692158063845
0.5,phase_fourier,4,cayley,630004,1.0021492662400004
0.5,phase_fourier,4,cayley,630005,1.001870203553815
0.5,phase_fourier,4,cayley,630006,0.9995627824563904
0.5,phase_fourier,4,cayley,630007,1.0027904485819399
0.5,phase_fourier,4,cayley,630008,1.001674776575081
0.5,phase_fourier,4,cayley,630009,1.0008273062152766
0.5,phase_fourier,4,cayley,630010,1.001882743720897
0.5,phase_fourier,4,cayley,630011,0.9986158924049507
0.5,phase_fourier,4,cayley,630012,0.9999618222944774
0.5,phase_fourier,4,cayley,630013,0.9984478882996534
0.5,phase_fourier,4,cayley,630014,1.0000264884400887
0.5,phase_fourier,4,cayley,630015,1.0004033128131429
0.5,phase_fourier,4,cayley,630016,1.0033200530484907
0.5,phase_fourier,4,cayley,630017,1.0020216132228128
0.5,phase_fourier,4,cayley,630018,1.0000116071036549
0.5,phase_fourier,4,cayley,630019,1.0035254479219284
0.5,phase_fourier,4,cayley,630020,0.9991020781822944
0.5,phase_fourier,4,cayley,630021,0.9993551881516808
0.5,phase_fourier,4,cayley,630022,0.9995724594115448
0.5,phase_fourier,4,cayley,630023,1.000048259940488
0.5,phase_fourier,4,cdf,630000,0.9933401771870349
0.5,phase_fourier,4,cdf,630001,0.9974248956882327
0.5,phase_fourier,4,cdf,630002,1.086877367463716
0.5,phase_fourier,4,cdf,630003,0.9694547978876082
0.5,phase_fourier,4,cdf,630004,0.9804103540150594
0.5,phase_fourier,4,cdf,630005,0.9803547544822496
0.5,phase_fourier,4,cdf,630006,1.0056026933681623
0.5,phase_fourier,4,cdf,630007,1.0115037301170415
0.5,phase_fourier,4,cdf,630008,1.036476828271318
0.5,phase_fourier,4,cdf,630009,0.9989328746029978
0.5,phase_fourier,4,cdf,630010,1.0014032137043116
0.5,phase_fourier,4,cdf,630011,1.0005527787453061
0.5,phase_fourier,4,cdf,630012,1.0253563290934582
0.5,phase_fourier,4,cdf,630013,1.0137710795605432
0.5,phase_fourier,4,cdf,630014,0.9601799521773366
0.5,phase_fourier,4,cdf,630015,0.962987358370816
0.5,phase_fourier,4,cdf,630016,1.0085484248096068
0.5,phase_fourier,4,cdf,630017,0.9834872811356313
0.5,phase_fourier,4,cdf,630018,1.0036786036731646
0.5,phase_fourier,4,cdf,630019,1.0107983728700123
0.5,phase_fourier,4,cdf,630020,1.0004011623222986
0.5,phase_fourier,4,cdf,630021,0.9432591078916168
0.5,phase_fourier,4,cdf,630022,1.0151731496086085
0.5,phase_fourier,4,cdf,630023,1.0058958329135168
0.5,euclidean_fourier,1,cayley,630000,0.4524151736233938
0.5,euclidean_fourier,1,cayley,630001,0.4677028182974017
0.5,euclidean_fourier,1,cayley,630002,0.5217208246347728
0.5,euclidean_fourier,1,cayley,630003,0.4368212546282429
0.5,euclidean_fourier,1,cayley,630004,0.43226486124727453
0.5,euclidean_fourier,1,cayley,630005,0.4280638678274485
0.5,euclidean_fourier,1,cayley,630006,0.46518465352439264
0.5,euclidean_fourier,1,cayley,630007,0.45769518123197955
0.5,euclidean_fourier,1,cayley,630008,0.4819352209878812
0.5,euclidean_fourier,1,cayley,630009,0.472752027272447
0.5,euclidean_fourier,1,cayley,630010,0.4612124703603043
0.5,euclidean_fourier,1,cayley,630011,0.44226975146153763
0.5,euclidean_fourier,1,cayley,630012,0.4702362990593596
0.5,euclidean_fourier,1,cayley,630013,0.47246327222222545
0.5,euclidean_fourier,1,cayley,630014,0.435749918967689
0.5,euclidean_fourier,1,cayley,630015,0.4315445740425934
0.5,euclidean_fourier,1,cayley,630016,0.46077948936726704
0.5,euclidean_fourier,1,cayley,630017,0.4464986946766663
0.5,euclidean_fourier,1,cayley,630018,0.4549526951532475
0.5,euclidean_fourier,1,cayley,630019,0.4569837990035559
0.5,euclidean_fourier,1,cayley,630020,0.4517906924165975
0.5,euclidean_fourier,1,cayley,630021,0.42211765811024865
0.5,euclidean_fourier,1,cayley,630022,0.47585157716546944
0.5,euclidean_fourier,1,cayley,630023,0.47809854628370946
0.5,euclidean_fourier,1,cdf,630000,0.741642972022808
0.5,euclidean_fourier,1,cdf,630001,0.7737896887562751
0.5,euclidean_fourier,1,cdf,630002,0.8969136666416478
0.5,euclidean_fourier,1,cdf,630003,0.7414096175284285
0.5,euclidean_fourier,1,cdf,630004,0.7280316178241909
0.5,euclidean_fourier,1,cdf,630005,0.7496719806623665
0.5,euclidean_fourier,1,cdf,630006,0.7779178950530015
0.5,euclidean_fourier,1,cdf,630007,0.7738527832480318
0.5,euclidean_fourier,1,cdf,630008,0.8161772622927629
0.5,euclidean_fourier,1,cdf,630009,0.7681851032002203
0.5,euclidean_fourier,1,cdf,630010,0.7806590168366166
0.5,euclidean_fourier,1,cdf,630011,0.7536420188154509
0.5,euclidean_fourier,1,cdf,630012,0.7925748680032896
0.5,euclidean_fourier,1,cdf,630013,0.7743049198896526
0.5,euclidean_fourier,1,cdf,630014,0.7228861611841425
0.5,euclidean_fourier,1,cdf,630015,0.7167234544550259
0.5,euclidean_fourier,1,cdf,630016,0.7762677703373082
0.5,euclidean_fourier,1,cdf,630017,0.7477663211320931
0.5,euclidean_fourier,1,cdf,630018,0.7838980275250581
0.5,euclidean_fourier,1,cdf,630019,0.7713084158762276
0.5,euclidean_fourier,1,cdf,630020,0.7671466489485369
0.5,euclidean_fourier,1,cdf,630021,0.6927789007244632
0.5,euclidean_fourier,1,cdf,630022,0.7903348807946651
0.5,euclidean_fourier,1,cdf,630023,0.805740027407442
0.5,euclidean_fourier,2,cayley,630000,0.4799006686541872
0.5,euclidean_fourier,2,cayley,630001,0.4802592205515179
0.5,euclidean_fourier,2,cayley,630002,0.5193626041432391
0.5,euclidean_fourier,2,cayley,630003,0.46318905754368955
0.5,euclidean_fourier,2,cayley,630004,0.47840146964449226
0.5,euclidean_fourier,2,cayley,630005,0.4637368717278537
0.5,euclidean_fourier,2,cayley,630006,0.4672311450823085
0.5,euclidean_fourier,2,cayley,630007,0.47225392117329573
0.5,euclidean_fourier,2,cayley,630008,0.48955907543436594
0.5,euclidean_fourier,2,cayley,630009,0.47415963337828615
0.5,euclidean_fourier,2,cayley,630010,0.4777344944435015
0.5,euclidean_fourier,2,cayley,630011,0.47343985641290914
0.5,euclidean_fourier,2,cayley,630012,0.48163227370166434
0.5,euclidean_fourier,2,cayley,630013,0.48926922706539944
0.5,euclidean_fourier,2,cayley,630014,0.4572124264593045
0.5,euclidean_fourier,2,cayley,630015,0.4546978939096872
0.5,euclidean_fourier,2,cayley,630016,0.48595252644550235
0.5,euclidean_fourier,2,cayley,630017,0.46617010320006536
0.5,euclidean_fourier,2,cayley,630018,0.48081621410785474
0.5,euclidean_fourier,2,cayley,630019,0.4871113328841922
0.5,euclidean_fourier,2,cayley,630020,0.4832677456027153
0.5,euclidean_fourier,2,cayley,630021,0.4517645366055853
0.5,euclidean_fourier,2,cayley,630022,0.4715168246705698
0.5,euclidean_fourier,2,cayley,630023,0.4814639420218916
0.5,euclidean_fourier,2,cdf,630000,0.7446153864433924
0.5,euclidean_fourier,2,cdf,630001,0.7637340838787174
0.5,euclidean_fourier,2,cdf,630002,0.8587688297362537
0.5,euclidean_fourier,2,cdf,630003,0.7140475775312276
0.5,euclidean_fourier,2,cdf,630004,0.7281531865255885
0.5,euclidean_fourier,2,cdf,630005,0.7272278497636914
0.5,euclidean_fourier,2,cdf,630006,0.7610050957897551
0.5,euclidean_fourier,2,cdf,630007,0.7562631681415645
0.5,euclidean_fourier,2,cdf,630008,0.7995527722592987
0.5,euclidean_fourier,2,cdf,630009,0.7545922902942942
0.5,euclidean_fourier,2,cdf,630010,0.7485211452087912
0.5,euclidean_fourier,2,cdf,630011,0.7478763499219777
0.5,euclidean_fourier,2,cdf,630012,0.7889307371977966
0.5,euclidean_fourier,2,cdf,630013,0.7621875191792212
0.5,euclidean_fourier,2,cdf,630014,0.7096445085610986
0.5,euclidean_fourier,2,cdf,630015,0.7099343814023155
0.5,euclidean_fourier,2,cdf,630016,0.7712191990107308
0.5,euclidean_fourier,2,cdf,630017,0.7260280186427205
0.5,euclidean_fourier,2,cdf,630018,0.7664422595819004
0.5,euclidean_fourier,2,cdf,630019,0.7759468061902867
0.5,euclidean_fourier,2,cdf,630020,0.751133629297291
0.5,euclidean_fourier,2,cdf,630021,0.684201973875006
0.5,euclidean_fourier,2,cdf,630022,0.7678778551864861
0.5,euclidean_fourier,2,cdf,630023,0.7675480362578982
0.5,euclidean_fourier,3,cayley,630000,0.8551548576490405
0.5,euclidean_fourier,3,cayley,630001,0.8452141073134101
0.5,euclidean_fourier,3,cayley,630002,0.8771432782032684
0.5,euclidean_fourier,3,cayley,630003,0.8463738442877311
0.5,euclidean_fourier,3,cayley,630004,0.8340797256217891
0.5,euclidean_fourier,3,cayley,630005,0.8475447247467677
0.5,euclidean_fourier,3,cayley,630006,0.8494033391229602
0.5,euclidean_fourier,3,cayley,630007,0.8550493413383043
0.5,euclidean_fourier,3,cayley,630008,0.858756353842454
0.5,euclidean_fourier,3,cayley,630009,0.8441038704461429
0.5,euclidean_fourier,3,cayley,630010,0.850898490767808
0.5,euclidean_fourier,3,cayley,630011,0.8402896911964564
0.5,euclidean_fourier,3,cayley,630012,0.8548328724385247
0.5,euclidean_fourier,3,cayley,630013,0.851305851520989
0.5,euclidean_fourier,3,cayley,630014,0.8329096345915422
0.5,euclidean_fourier,3,cayley,630015,0.8426319446908402
0.5,euclidean_fourier,3,cayley,630016,0.855173814514293
0.5,euclidean_fourier,3,cayley,630017,0.8454983975744176
0.5,euclidean_fourier,3,cayley,630018,0.8533610032045532
0.5,euclidean_fourier,3,cayley,630019,0.8426611613379614
0.5,euclidean_fourier,3,cayley,630020,0.8406809747181577
0.5,euclidean_fourier,3,cayley,630021,0.8371078009903765
0.5,euclidean_fourier,3,cayley,630022,0.8655059809537547
0.5,euclidean_fourier,3,cayley,630023,0.8527375256649448
0.5,euclidean_fourier,3,cdf,630000,0.9429525433836516
0.5,euclidean_fourier,3,cdf,630001,0.9376197545505809
0.5,euclidean_fourier,3,cdf,630002,1.054351539390984
0.5,euclidean_fourier,3,cdf,630003,0.9081685053123159
0.5,euclidean_fourier,3,cdf,630004,0.9161461832260132
0.5,euclidean_fourier,3,cdf,630005,0.9256435487947331
0.5,euclidean_fourier,3,cdf,630006,0.9406261290072504
0.5,euclidean_fourier,3,cdf,630007,0.9595201117642109
0.5,euclidean_fourier,3,cdf,630008,0.9814819572496173
0.5,euclidean_fourier,3,cdf,630009,0.9446568966589458
0.5,euclidean_fourier,3,cdf,630010,0.9524006877609413
0.5,euclidean_fourier,3,cdf,630011,0.9377685642499183
0.5,euclidean_fourier,3,cdf,630012,0.9674774138235024
0.5,euclidean_fourier,3,cdf,630013,0.9638263145576722
0.5,euclidean_fourier,3,cdf,630014,0.8905878073122163
0.5,euclidean_fourier,3,cdf,630015,0.893115569823037
0.5,euclidean_fourier,3,cdf,630016,0.9442631727866173
0.5,euclidean_fourier,3,cdf,630017,0.9309278680413522
0.5,euclidean_fourier,3,cdf,630018,0.9455388904884745
0.5,euclidean_fourier,3,cdf,630019,0.9430932692992466
0.5,euclidean_fourier,3,cdf,630020,0.9432582019455703
0.5,euclidean_fourier,3,cdf,630021,0.8707385148583859
0.5,euclidean_fourier,3,cdf,630022,0.9647765312339222
0.5,euclidean_fourier,3,cdf,630023,0.9471786468616784
0.5,euclidean_fourier,4,cayley,630000,0.9506228097008632
0.5,euclidean_fourier,4,cayley,630001,0.9606457600178174
0.5,euclidean_fourier,4,cayley,630002,0.9551294617649104
0.5,euclidean_fourier,4,cayley,630003,0.9519054490906151
0.5,euclidean_fourier,4,cayley,630004,0.9523951485429398
0.5,euclidean_fourier,4,cayley,630005,0.952868984585728
0.5,euclidean_fourier,4,cayley,630006,0.9601654692115168
0.5,euclidean_fourier,4,cayley,630007,0.9519149629624835
0.5,euclidean_fourier,4,cayley,630008,0.9563434444370177
0.5,euclidean_fourier,4,cayley,630009,0.9543591702060151
0.5,euclidean_fourier,4,cayley,630010,0.9541433583652568
0.5,euclidean_fourier,4,cayley,630011,0.957882208123129
0.5,euclidean_fourier,4,cayley,630012,0.9546671302292471
0.5,euclidean_fourier,4,cayley,630013,0.9555306195363169
0.5,euclidean_fourier,4,cayley,630014,0.9575367173514072
0.5,euclidean_fourier,4,cayley,630015,0.9612821890905023
0.5,euclidean_fourier,4,cayley,630016,0.9602711513615367
0.5,euclidean_fourier,4,cayley,630017,0.9565214855695969
0.5,euclidean_fourier,4,cayley,630018,0.9544840042842478
0.5,euclidean_fourier,4,cayley,630019,0.9535101802275927
0.5,euclidean_fourier,4,cayley,630020,0.957256845050715
0.5,euclidean_fourier,4,cayley,630021,0.9582642423720691
0.5,euclidean_fourier,4,cayley,630022,0.9556616601231355
0.5,euclidean_fourier,4,cayley,630023,0.9573253145888382
0.5,euclidean_fourier,4,cdf,630000,0.9705497275740339
0.5,euclidean_fourier,4,cdf,630001,0.9827614389362053
0.5,euclidean_fourier,4,cdf,630002,1.0712020309437478
0.5,euclidean_fourier,4,cdf,630003,0.9492143841798228
0.5,euclidean_fourier,4,cdf,630004,0.9582781213490537
0.5,euclidean_fourier,4,cdf,630005,0.9543337994943749
0.5,euclidean_fourier,4,cdf,630006,0.9893866360831651
0.5,euclidean_fourier,4,cdf,630007,0.994436438400817
0.5,euclidean_fourier,4,cdf,630008,1.0162778210537862
0.5,euclidean_fourier,4,cdf,630009,0.9758498254011221
0.5,euclidean_fourier,4,cdf,630010,0.9763839203412389
0.5,euclidean_fourier,4,cdf,630011,0.9825706711071647
0.5,euclidean_fourier,4,cdf,630012,1.0092525884673653
0.5,euclidean_fourier,4,cdf,630013,0.9938934972621108
0.5,euclidean_fourier,4,cdf,630014,0.9406785203921493
0.5,euclidean_fourier,4,cdf,630015,0.9458629213478295
0.5,euclidean_fourier,4,cdf,630016,0.9867232161409363
0.5,euclidean_fourier,4,cdf,630017,0.9547083454573845
0.5,euclidean_fourier,4,cdf,630018,0.9886157314856137
0.5,euclidean_fourier,4,cdf,630019,0.9872554340014327
0.5,euclidean_fourier,4,cdf,630020,0.9800471973914875
0.5,euclidean_fourier,4,cdf,630021,0.9239417216548313
0.5,euclidean_fourier,4,cdf,630022,0.9982014001895138
0.5,euclidean_fourier,4,cdf,630023,0.9943107380201424
0.5,cdf_cosine,1,cayley,630000,0.0005555471042701148
0.5,cdf_cosine,1,cayley,630001,0.0006856274248571849
0.5,cdf_cosine,1,cayley,630002,0.0005984055755812969
0.5,cdf_cosine,1,cayley,630003,0.0005537640608573586
0.5,cdf_cosine,1,cayley,630004,0.0004258286673231928
0.5,cdf_cosine,1,cayley,630005,0.0004785512938747015
0.5,cdf_cosine,1,cayley,630006,0.0006830086837458117
0.5,cdf_cosine,1,cayley,630007,0.0004386812016477768
0.5,cdf_cosine,1,cayley,630008,0.0006110806608804496
0.5,cdf_cosine,1,cayley,630009,0.0006107545913078297
0.5,cdf_cosine,1,cayley,630010,0.0006731428680614682
0.5,cdf_cosine,1,cayley,630011,0.0005933170996911228
0.5,cdf_cosine,1,cayley,630012,0.0005645117612668479
0.5,cdf_cosine,1,cayley,630013,0.0005043152445349458
0.5,cdf_cosine,1,cayley,630014,0.0005056056369478407
0.5,cdf_cosine,1,cayley,630015,0.0005451317849761612
0.5,cdf_cosine,1,cayley,630016,0.0005609560550919603
0.5,cdf_cosine,1,cayley,630017,0.0006684707445453351
0.5,cdf_cosine,1,cayley,630018,0.0006417928954218175
0.5,cdf_cosine,1,cayley,630019,0.0005690983768551222
0.5,cdf_cosine,1,cayley,630020,0.000551548010002307
0.5,cdf_cosine,1,cayley,630021,0.0005296467315245058
0.5,cdf_cosine,1,cayley,630022,0.000508425892170022
0.5,cdf_cosine,1,cayley,630023,0.0005871198285288359
0.5,cdf_cosine,1,cdf,630000,0.07445661264392917
0.5,cdf_cosine,1,cdf,630001,0.07267684233535646
0.5,cdf_cosine,1,cdf,630002,0.09286734285823925
0.5,cdf_cosine,1,cdf,630003,0.06502844227579692
0.5,cdf_cosine,1,cdf,630004,0.0754863345359802
0.5,cdf_cosine,1,cdf,630005,0.07359295552620222
0.5,cdf_cosine,1,cdf,630006,0.07320609703260628
0.5,cdf_cosine,1,cdf,630007,0.08120280434661933
0.5,cdf_cosine,1,cdf,630008,0.08836572486610889
0.5,cdf_cosine,1,cdf,630009,0.07570342106711568
0.5,cdf_cosine,1,cdf,630010,0.07833569631137363
0.5,cdf_cosine,1,cdf,630011,0.07143319214433472
0.5,cdf_cosine,1,cdf,630012,0.0785932350094599
0.5,cdf_cosine,1,cdf,630013,0.07543922634076838
0.5,cdf_cosine,1,cdf,630014,0.07169558034034468
0.5,cdf_cosine,1,cdf,630015,0.07434710108334856
0.5,cdf_cosine,1,cdf,630016,0.08331074752782404
0.5,cdf_cosine,1,cdf,630017,0.06707037833520678
0.5,cdf_cosine,1,cdf,630018,0.07602082177182443
0.5,cdf_cosine,1,cdf,630019,0.08243888145521462
0.5,cdf_cosine,1,cdf,630020,0.07475639023824092
0.5,cdf_cosine,1,cdf,630021,0.0686795704650682
0.5,cdf_cosine,1,cdf,630022,0.08159042599646779
0.5,cdf_cosine,1,cdf,630023,0.07951045004981229
0.5,cdf_cosine,2,cayley,630000,0.002895712491699729
0.5,cdf_cosine,2,cayley,630001,0.003494501743565833
0.5,cdf_cosine,2,cayley,630002,0.0031277979918496552
0.5,cdf_cosine,2,cayley,630003,0.002879739227918402
0.5,cdf_cosine,2,cayley,630004,0.00227155029578516
0.5,cdf_cosine,2,cayley,630005,0.0025278763575807012
0.5,cdf_cosine,2,cayley,630006,0.0034763027481931504
0.5,cdf_cosine,2,cayley,630007,0.002338094651127498
0.5,cdf_cosine,2,cayley,630008,0.0031598751160880002
0.5,cdf_cosine,2,cayley,630009,0.0031639338906403647
0.5,cdf_cosine,2,cayley,630010,0.0034586784777354595
0.5,cdf_cosine,2,cayley,630011,0.003069028195438051
0.5,cdf_cosine,2,cayley,630012,0.00294768829651277
0.5,cdf_cosine,2,cayley,630013,0.002653855189261462
0.5,cdf_cosine,2,cayley,630014,0.002636428465162104
0.5,cdf_cosine,2,cayley,630015,0.0028234619302337205
0.5,cdf_cosine,2,cayley,630016,0.0029248403129083353
0.5,cdf_cosine,2,cayley,630017,0.003410333865151848
0.5,cdf_cosine,2,cayley,630018,0.0033019353316652332
0.5,cdf_cosine,2,cayley,630019,0.002959731963084752
0.5,cdf_cosine,2,cayley,630020,0.0028697530864370386
0.5,cdf_cosine,2,cayley,630021,0.002752903116423775
0.5,cdf_cosine,2,cayley,630022,0.002662544593254517
0.5,cdf_cosine,2,cayley,630023,0.003035952478430218
0.5,cdf_cosine,2,cdf,630000,0.22190445740919865
0.5,cdf_cosine,2,cdf,630001,0.21422156592820313
0.5,cdf_cosine,2,cdf,630002,0.27677308550040525
0.5,cdf_cosine,2,cdf,630003,0.20746360998097452
0.5,cdf_cosine,2,cdf,630004,0.22266530290293893
0.5,cdf_cosine,2,cdf,630005,0.22480396053195917
0.5,cdf_cosine,2,cdf,630006,0.21895082821001421
0.5,cdf_cosine,2,cdf,630007,0.24114776551101763
0.5,cdf_cosine,2,cdf,630008,0.24795344724450788
0.5,cdf_cosine,2,cdf,630009,0.22649262318503088
0.5,cdf_cosine,2,cdf,630010,0.23414147358401888
0.5,cdf_cosine,2,cdf,630011,0.21543537700803514
0.5,cdf_cosine,2,cdf,630012,0.22805104530200246
0.5,cdf_cosine,2,cdf,630013,0.2351545057965868
0.5,cdf_cosine,2,cdf,630014,0.2064215183434331
0.5,cdf_cosine,2,cdf,630015,0.21243081429119554
0.5,cdf_cosine,2,cdf,630016,0.23239627357401066
0.5,cdf_cosine,2,cdf,630017,0.21821565846090596
0.5,cdf_cosine,2,cdf,630018,0.21911184275466397
0.5,cdf_cosine,2,cdf,630019,0.23559861686942132
0.5,cdf_cosine,2,cdf,630020,0.22439452948089061
0.5,cdf_cosine,2,cdf,630021,0.19901911402240377
0.5,cdf_cosine,2,cdf,630022,0.23640771245017775
0.5,cdf_cosine,2,cdf,630023,0.23326868893351713
0.5,cdf_cosine,3,cayley,630000,0.22746533594271984
0.5,cdf_cosine,3,cayley,630001,0.2317997997128325
0.5,cdf_cosine,3,cayley,630002,0.23465303818342773
0.5,cdf_cosine,3,cayley,630003,0.22240862572996922
0.5,cdf_cosine,3,cayley,630004,0.2099276062849799
0.5,cdf_cosine,3,cayley,630005,0.2153591230000312
0.5,cdf_cosine,3,cayley,630006,0.2273751664924076
0.5,cdf_cosine,3,cayley,630007,0.21032240532731294
0.5,cdf_cosine,3,cayley,630008,0.22623147363036944
0.5,cdf_cosine,3,cayley,630009,0.23588559317211957
0.5,cdf_cosine,3,cayley,630010,0.23919147762027346
0.5,cdf_cosine,3,cayley,630011,0.22693866293441575
0.5,cdf_cosine,3,cayley,630012,0.22588819310374086
0.5,cdf_cosine,3,cayley,630013,0.22457128584397534
0.5,cdf_cosine,3,cayley,630014,0.20949471778030698
0.5,cdf_cosine,3,cayley,630015,0.21806143928581462
0.5,cdf_cosine,3,cayley,630016,0.21881502358885746
0.5,cdf_cosine,3,cayley,630017,0.23361972866823824
0.5,cdf_cosine,3,cayley,630018,0.22704286494088005
0.5,cdf_cosine,3,cayley,630019,0.22208364306787834
0.5,cdf_cosine,3,cayley,630020,0.22629652443999101
0.5,cdf_cosine,3,cayley,630021,0.21642156274547114
0.5,cdf_cosine,3,cayley,630022,0.21352209058915778
0.5,cdf_cosine,3,cayley,630023,0.22181890730459666
0.5,cdf_cosine,3,cdf,630000,0.548710619487411
0.5,cdf_cosine,3,cdf,630001,0.5141860919921185
0.5,cdf_cosine,3,cdf,630002,0.637282683058887
0.5,cdf_cosine,3,cdf,630003,0.5154681484753096
0.5,cdf_cosine,3,cdf,630004,0.5455568613464029
0.5,cdf_cosine,3,cdf,630005,0.5495004463971707
0.5,cdf_cosine,3,cdf,630006,0.5211119066402938
0.5,cdf_cosine,3,cdf,630007,0.5738864191829821
0.5,cdf_cosine,3,cdf,630008,0.5939832186551521
0.5,cdf_cosine,3,cdf,630009,0.5448381819564829
0.5,cdf_cosine,3,cdf,630010,0.5645185667874945
0.5,cdf_cosine,3,cdf,630011,0.5276249514984889
0.5,cdf_cosine,3,cdf,630012,0.5633239890352064
0.5,cdf_cosine,3,cdf,630013,0.5976305712604021
0.5,cdf_cosine,3,cdf,630014,0.4955948540659142
0.5,cdf_cosine,3,cdf,630015,0.49491124340179954
0.5,cdf_cosine,3,cdf,630016,0.5561790946578212
0.5,cdf_cosine,3,cdf,630017,0.5366993341872912
0.5,cdf_cosine,3,cdf,630018,0.5220960774220085
0.5,cdf_cosine,3,cdf,630019,0.5480324432287608
0.5,cdf_cosine,3,cdf,630020,0.5587655321483671
0.5,cdf_cosine,3,cdf,630021,0.47563113630529597
0.5,cdf_cosine,3,cdf,630022,0.5582376382178452
0.5,cdf_cosine,3,cdf,630023,0.5364185486851287
0.5,cdf_cosine,4,cayley,630000,0.9936713454662923
0.5,cdf_cosine,4,cayley,630001,0.9939371547407255
0.5,cdf_cosine,4,cayley,630002,0.9894677483864648
0.5,cdf_cosine,4,cayley,630003,0.9999663758804781
0.5,cdf_cosine,4,cayley,630004,0.9958039986289141
0.5,cdf_cosine,4,cayley,630005,0.9932357974365809
0.5,cdf_cosine,4,cayley,630006,0.9947789825831731
0.5,cdf_cosine,4,cayley,630007,0.9942615714844567
0.5,cdf_cosine,4,cayley,630008,0.9902282434657712
0.5,cdf_cosine,4,cayley,630009,0.9907849592380971
0.5,cdf_cosine,4,cayley,630010,0.9960316498484264
0.5,cdf_cosine,4,cayley,630011,0.9922747830593404
0.5,cdf_cosine,4,cayley,630012,0.986419393760046
0.5,cdf_cosine,4,cayley,630013,0.991340392208059
0.5,cdf_cosine,4,cayley,630014,0.9936911635170497
0.5,cdf_cosine,4,cayley,630015,0.994376828836954
0.5,cdf_cosine,4,cayley,630016,0.9947236165556471
0.5,cdf_cosine,4,cayley,630017,1.0005481069033888
0.5,cdf_cosine,4,cayley,630018,0.99276745779253
0.5,cdf_cosine,4,cayley,630019,0.9938994533429293
0.5,cdf_cosine,4,cayley,630020,0.9903989375715279
0.5,cdf_cosine,4,cayley,630021,0.9976687132952871
0.5,cdf_cosine,4,cayley,630022,0.9878023934848755
0.5,cdf_cosine,4,cayley,630023,0.9956795009584082
0.5,cdf_cosine,4,cdf,630000,0.9720997595460786
0.5,cdf_cosine,4,cdf,630001,0.9635582623774372
0.5,cdf_cosine,4,cdf,630002,1.0548845032745473
0.5,cdf_cosine,4,cdf,630003,0.9541196045249566
0.5,cdf_cosine,4,cdf,630004,0.9708333758304193
